THCIC_ID,Hospital_name,Hospital_city,COUNTY,q1,q2,q3,q4,end of quarter
974680,Weslaco Regional Rehab Hospital,Weslaco,215,160,149,126,147,end of list
975291,Oakbend Medical Center Wharton Hospital Campus,Wharton,481,,5,3,6,end of list
116000,Parkview Hospital,Wheeler,483,31,32,23,23,end of list
000114,North Texas State Hospital,Wichita Falls,485,108,103,204,247,end of list
417000,United Regional Health Care System,Wichita Falls,485,4371,3849,3872,4240,end of list
681400,Kell West Regional Hospital,Wichita Falls,485,220,244,234,227,end of list
685000,Encompass Health Rehab Hospital Wichita Falls,Wichita Falls,485,419,420,438,391,end of list
709001,Red River Hospital,Wichita Falls,485,545,580,609,419,end of list
973800,Promise Hospital of Wichita Falls,Wichita Falls,485,73,121,,,end of list
975401,KPC Promise Hospital of Wichita Falls,Wichita Falls,485,,,87,66,end of list
781400,Winnie Community Hospital,Winnie,071,66,76,103,37,end of list
446001,Christus Mother Frances Hospital Winnsboro,Winnsboro,499,86,65,66,65,end of list
151000,North Runnels Hospital,Winters,399,33,24,8,21,end of list
569000,Tyler County Hospital,Woodville,457,89,73,43,56,end of list
023000,Yoakum Community Hospital,Yoakum,285,162,133,140,156,end of list
End of records,End of records,End of records,End of records,End of records,End of records,End of records,End of records,End of records
