THCIC_ID,Hospital_name,Hospital_city,COUNTY,q1,q2,q3,q4,End of List
417000,United Regional Health Care System,Wichita Falls,485,4325,4120,4216,4257,end of record
681400,Kell West Regional Hospital,Wichita Falls,485,206,229,204,230,end of record
685000,Encompass Health Rehab Hospital Wichita Falls,Wichita Falls,485,395,420,402,402,end of record
709001,Red River Hospital,Wichita Falls,485,516,531,552,563,end of record
973800,Promise Hospital of Wichita Falls,Wichita Falls,485,92,100,72,75,end of record
781400,Winnie Community Hospital,Winnie,071,76,62,71,83,end of record
446001,Christus Mother Frances Hospital Winnsboro,Winnsboro,499,94,82,69,84,end of record
151000,North Runnels Hospital,Winters,399,40,25,26,30,end of record
569000,Tyler County Hospital,Woodville,457,103,56,60,75,end of record
023000,Yoakum Community Hospital,Yoakum,285,211,147,131,118,end of record
End of List,End of List,End of List,End of List,End of List,End of List,End of List,End of List,end of record
