thcic_id,Hospital_name,Hospital_city,County_name,County,q1,q2,q3,q4,End of List
975302,UT Health East Texas Long Term Acute Care,Tyler,Smith,423,33,40,43,44,End of List
975303,PAM Specialty Hospital of Corpus Christi Bayfront,Corpus Christi,Nueces,355,63,59,64,78,End of List
975313,Baylor Scott & White Institute for Rehabilitation - Lakeway,Lakeway,Travis,453,130,141,150,143,End of List
975321,HCA Houston Healthcare North Cypress,Cypress,Harris,201,"2,533","2,565","2,998","2,782",End of List
975322,Wise Health Surgical Hospital-Crawford,Argyle,Denton,121,24,26,28,20,End of List
975338,The Hospitals of Providence Northeast Campus,El Paso,El Paso,141,85,86,69,83,End of List
975339,PAM Rehab Hospital Round Rock,Round Rock,Williamso,491,218,226,212,251,End of List
975340,Baylor Scott & White Medical Center Pflugerville,Pflugerville,Travis,453,292,233,297,253,End of List
975354,UTMB Clear Lake Hospital,Webster,Harris,201,"1,687","1,820","1,975","2,076",End of List
975358,Kyle ER & Hospital,Kyle,Hays,209,26,58,47,16,End of List
975363,Oceans Behavioral Hospital of Pasadena,Pasadena,Harris,201,126,149,164,171,End of List
975365,Baylor St Lukes Medical Center McNair Campus,Houston,Harris,201,127,149,107,79,End of List
975371,South Plains Rehab Hospital,Lubbock,Lubbock,303,384,413,418,416,End of List
975372,Scenic Mountain Medical Center,Big Spring,Howard,227,460,380,421,406,End of List
975374,Rio Vista Behavioral Health,El Paso,El Paso,141,582,609,592,559,End of List
975376,Mid-Jefferson Extended Care Hospital Beaumont,Beaumont,Jefferson,245,93,52,99,68,End of List
975385,Baylor Scott & White The Heart Hospital McKinney,McKinney,Collin,085,110,114,108,106,End of List
975386,Everest Rehabilitation Hospital Longview,Longview,Gregg,183,139,116,177,176,End of List
975388,Perimeter Behavioral Hospital of Arlington,Arlington,Tarrant,439,641,750,597,703,End of List
975389,Encompass Health Rehabilitation Hospital of Katy,Katy,Harris,201,282,313,307,262,End of List
975390,Everest Rehabilitation Hospital Temple,Temple,Bell,027,134,172,176,159,End of List
975391,Baylor Scott & White Medical Center Buda,Buda,Hays,209,83,75,84,78,End of List
975393,PAM Rehabilitation Hospital Clear Lake North Campus,Webster,Harris,201,209,233,255,237,End of List
975394,PAM Rehabilitation Hospital of Humble,Humble,Harris,201,269,293,296,261,End of List
975397,Cobalt Rehabilitation Houston Heights,Houston,Harris,201,126,133,154,166,End of List
975398,Cobalt Rehabilitation Hospital El Paso,El Paso,El Paso,141,131,141,190,180,End of List
975400,KPC Promise Hospital of Dallas,Dallas,Dallas,113,51,24,32,36,End of List
975401,KPC Promise Hospital of Wichita Falls,Wichita Falls,Wichita,485,94,69,81,81,End of List
975402,United Memorial Medical Center North Hospital,Houston,Harris,201,34,28,36,3,End of List
975403,CHI St Joseph Health - College Station Hospital,College Station,Brazos,041,"1,757","1,637","1,889","1,802",End of List
975404,Perimeter Behavioral Hospital of Dallas,Garland,Dallas,113,693,768,531,661,End of List
975406,PAM Specialty Hospital of Victoria Southeast,Victoria,Victoria,469,73,78,75,72,End of List
975407,Medical City Heart & Spine Hospitals,Dallas,Dallas,113,761,862,944,899,End of List
975411,St Michaels Elite Hospital,Sugar Land,Fort Bend,157,15,9,8,18,End of List
975412,First Surgical Hospital,Bellaire,Harris,201,113,121,65,143,End of List
975413,Legent Orthopedic Hospital,Carrollton,Dallas,113,63,95,62,73,End of List
975414,River Oaks Hospitals & Clinics,Houston,Harris,201,102,58,113,139,End of List
975415,Valley Baptist Micro-Hospital Weslaco,Weslaco,Hidalgo,215,50,61,68,89,End of List
975416,Stat Specialty Hospital of Laredo,Laredo,Webb,479,3,5,7,7,End of List
975417,Brushy Creek Family Hospital,Round Rock,Williamso,491,26,30,23,21,End of List
975418,Ascension Seton Bastrop,Bastrop,Bastrop,021,42,51,48,38,End of List
975779,PAM Specialty Hospital of San Antonio Medical Center,San Antonio,Bexar,029,232,155,213,182,End of List
975780,United Memorial Medical Center Sugar Land Hospital,Sugar Land,Fort Bend,157,21,12,18,40,End of List
975782,Lumberton Hospital,Lumberton,Hardin,199,56,37,35,45,End of List
975783,Texas Health Hospital Frisco,Frisco,Collin,085,"1,211","1,210","1,521","1,429",End of List
975785,Plano Surgical Hospital,Plano,Denton,121,10,13,25,36,End of List
975788,Cornerstone Specialty Hospitals Houston Medical Center,Houston,Harris,201,104,85,79,87,End of List
975789,Baylor Scott & White Medical Center Austin,Austin,Travis,453,153,122,142,132,End of List
975790,LifeCare Hospital of Plano,Plano,Collin,085,110,102,101,110,End of List
975791,LifeCare Hospital of North Texas Dallas,Dallas,Dallas,113,102,88,89,93,End of List
975792,LifeCare Hospitals of Fort Worth,Fort Worth,Tarrant,439,121,91,99,124,End of List
975801,Eating Recovery Center Legacy,Plano,Collin,085,98,136,106,121,End of List
975803,The Hospitals of Providence Spine & Pain Management Center,El Paso,El Paso,141,18,16,20,5,End of List
975805,Oceans Behavioral Hospital of Waco,Waco,McLennan,309,253,256,281,184,End of List
975813,Carrollton Regional Medical Center,Carrollton,Denton,121,637,728,689,732,End of List
975814,CHRISTUS Santa Rosa Hospital San Marcos,San Marcos,Hays,209,862,903,961,"1,113",End of List
975834,Carrus Behavioral Hospital,Sherman,Grayson,181,179,210,204,221,End of List
975835,Wellbridge Hospital of Fort Worth,Fort Worth,Tarrant,439,307,324,322,299,End of List
975836,Wellbridge Healthcare Greater Dallas,Plano,Collin,085,299,275,263,212,End of List
975837,Texarkana Emergency Center & Hospital,Texarkana,Bowie,037,,,1,1,End of List
975838,Spring Hospital,Spring,Harris,201,20,12,9,43,End of List
975848,PAM Rehabilitation Hospital of Richardson,Richardson,Dallas,113,102,107,102,118,End of List
975858,Mission Resiliency at Laurel Ridge Treatment Center,San Antonio,Bexar,029,198,223,237,212,End of List
975869,Hendrick Medical Center South,Abilene,Taylor,441,"1,348","1,327","1,393","1,240",End of List
975870,Texas Health Hospital Mansfield,Mansfield,Johnson,251,353,603,540,578,End of List
975871,Canyon Creek Behavioral Health,Temple,Bell,027,573,656,550,654,End of List
975878,Hendrick Medical Center Brownwood,Brownwood,Brown,049,723,712,745,843,End of List
975879,Methodist Midlothian Medical Center,Midlothian,Ellis,139,429,380,450,498,End of List
975880,Texas Rehabilitation Hospital of Keller,Keller,Tarrant,439,143,153,182,184,End of List
975881,Methodist Hospital Stone Oak Rehab Center,San Antonio,Bexar,029,223,224,235,250,End of List
975887,Shannon Medical Center South,San Angelo,Tom Green,451,711,572,310,269,End of List
975888,Beaumont Emergency Hospital,Beaumont,Jefferson,245,14,14,14,14,End of List
975889,Clearsky Rehab Hospital of Flower Mound,Flower Mound,Denton,121,143,142,154,160,End of List
975890,Medical Behavioral Hospital of Clear Lake,Houston,Harris,201,248,388,318,303,End of List
975898,Grace Surgical Hospital,Lubbock,Lubbock,303,83,58,65,57,End of List
975908,Stat Specialty Hospital of Eagle Pass,Eagle Pass,Maverick,323,1,2,1,1,End of List
975910,Oceans Behavioral Hospital of Amarillo,Amarillo,Potter,375,124,134,157,169,End of List
975911,Mid Coast Medical Center Central,Llano,Llano,299,55,35,22,25,End of List
975944,Shannon Rehabilitation Hospital - Affiliate of Encompass Health,San Angelo,Tom Green,451,220,248,259,216,End of List
975945,Elite Care Emergency Center,League City,Galveston,167,15,7,7,25,End of List
975966,Methodist Southlake Medical Center,Southlake,Tarrant,439,100,79,82,107,End of List
975972,Encompass Health Rehab Hospital Waco,Robinson,McLennan,309,176,171,214,243,End of List
975985,Red River ER & Hospital,Sherman,Grayson,181,,3,1,2,End of List
975990,Patients Emergency Room,Baytown,Chambers,071,13,17,21,30,End of List
975992,Nexus Childrens Hospital-The Woodlands,Spring,Montgomer,339,3,5,10,12,End of List
976009,Trinity Regional Hospital Sachse,Sachse,Dallas,113,52,51,55,26,End of List
976019,Advanced Dallas Hospitals and Clinics,Dallas,Dallas,113,,395,70,112,End of List
976023,Meridian Hospital,Houston,Harris,201,2,3,1,,End of List
976024,Shamrock General Hospital,Shamrock,Wheeler,483,27,17,5,20,End of List
976034,Cleveland Emergency Hospital,Humble,Harris,201,5,15,6,18,End of List
976036,New Braunfels ER & Hospital,New Braunfels,Comal,091,,25,23,15,End of List
976041,PAM Health Rehab Hospital of Sugar Land,Sugar Land,Fort Bend,157,157,189,218,217,End of List
976042,The Heights Hospital,Houston,Harris,201,,36,51,100,End of List
976047,Las Palmas Del Sol Rehab Hospital East,El Paso,El Paso,141,8,184,199,202,End of List
976048,Exceptional Community Hospital Amarillo,Amarillo,Potter,375,,8,10,16,End of List
976058,Select Specialty Hospital Dallas Plano,Plano,Collin,085,,26,87,97,End of List
976066,Alliance Hospital,Houston,Harris,201,,2,,,End of List
976067,East Houston Medical Center,Houston,Harris,201,,,,32,End of List
976070,Houston Methodist Continuing Care Hospital TMC,Houston,Harris,201,,,42,40,End of List
976079,UT Health John S Dunn Behavioral Sciences Center,Houston,Harris,201,,,10,73,End of List
976084,Oceans Behavioral Hospital of Corpus Christi,Corpus Christi,Nueces,355,,,,214,End of List
End of List,End of List,End of List,End of List,End of List,End of List,End of List,End of List,End of List,End of List
